"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_es_victima","llamante_genero","llamante_rango_etario","llamante_provincia","victima_identificada_genero","victima_identificada_rango_etario","victima_identificada_discapacidad","victima_identificada_embarazada","victima_identificada_provincia_origen","victima_identificada_nacionalidad","denunciado_genero","denunciado_rango_etario","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","victimas_estimadas_cantidad","victimas_estimadas_genero","victimas_estimadas_rango_etario","victimas_estimadas_provincia_hecho","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_id","victima_identificada_provincia_origen_id","denunciado_provincia_id","victimas_estimadas_provincia_hecho_id"
"2019-10-15","Ampliatoria","No","Sí","Víctima Directa","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Buenos Aires","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","NS/NC","Posible captación","Correo Electrónico","NS/NC","Protex ","2019-10-16","06","06","",""
"2019-10-16","Nueva","No","Sí","Víctima Directa","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","Córdoba","Argentina","Femenino","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","oferta laboral engañosa","Línea 145","NS/NC","Protex","2019-10-16","","14","",""
"2019-10-16","Ampliatoria","No","Anónima","No es Víctima","Femenino","NS/NC","Buenos Aires","Presencia de M y H","30","Sí","Sí","Buenos Aires","Argentina","Femenino","NS/NC","Buenos Aires","No","No","2","Presencia de M y H","30","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-10-14","06","06","06","06"
"2019-10-16","Nueva","No","No","Víctima Directa","Masculino","30","Mendoza","Masculino","NS/NC","No","No","Salta","Países Limítrofes","Masculino","NS/NC","Mendoza","No","No","10","Masculino","30","Mendoza","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-10-16","50","66","50","50"
"2019-10-16","Ampliatoria","NO","No","No es Víctima","Femenino","30","NS/NC","Femenino","19","No","No","Buenos Aires","Argentina","Presencia de M y H","NS/NC","NS/NC","No","No","2","Femenino","18","CABA","Oferta Laboral Engañosa","Línea 145","Otros modos de acercamiento a la Línea","Area Legal para judicializar","2019-10-16","","06","","02"
"2019-10-16","Ampliatoria","NO","No","No es Víctima","Femenino","NS/nc","NS/NC","Femenino","19","No","No","Buenos Aires","Argentina","Presencia de M y H","NS/NC","NS/NC","No","No","2","Femenino","18","CABA","Oferta Laboral Engañosa","Línea 145","Otros modos de acercamiento a la Línea","Area Legal para judicializar","2019-10-16","","06","","02"
"2019-10-17","Nueva","no","Sí","Víctima Directa","Masculino","NS/nc","caba","Masculino","12","no","no","NS/NC","Países Limítrofes","Masculino","NS/NC","Buenos Aires","no","no","16","Masculino","12","caba","Explotación Laboral de N, N y A","Línea 145","Boca en Boca","Gendarmería y Area Legal del PNR","2019-10-17","02","","06","02"
"2019-10-17","Nueva","No","No","Víctima Directa","Femenino","43","Buenos Aires","Masculino","14","No","No","Buenos Aires","NS/NC","Femenino","NS/NC","Buenos Aires","No","No","NS/NC","Femenino","14","Buenos Aires","Explotación Sexual de N, N y A","Línea 145","NS/NC","Protex ","2019-10-17","06","06","06","06"
"2019-10-17","Relacionada","No","Sí","No es Víctima","Femenino","NS/NC","Mendoza","Femenino","NS/NC","No","No","Mendoza","Argentina","Presencia de M y H","NS/NC","Mendoza","No","No","1","NS/NC","NS/NC","Salta","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-10-17","50","50","50","66"
"2019-10-17","Nueva","No","No","No es Víctima","FEMENINO","NS/NC","Jujuy","Masculino","NS/nc","NO","NO","JUJUY","Argentina","Femenino","NS/NC","NS/NC","NO","NO","1","Masculino","NS/NC","JUJUY","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-10-17","38","38","","38"
"2019-10-17","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","Argentina","Presencia de M y H","NS/NC","NS/NC","No","No","4","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-10-17","06","","","06"
"2019-10-17","Relacionada","No","No","No es Víctima","FEMENINO","NS/NC","Jujuy","Masculino","NS/nc","NO","NO","JUJUY","Argentina","Femenino","NS/NC","NS/NC","NO","NO","1","Masculino","NS/NC","JUJUY","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-10-17","38","38","","38"
"2019-10-17","Relacionada","No","No","No es Víctima","FEMENINO","NS/NC","Jujuy","Masculino","NS/nc","NO","NO","JUJUY","Argentina","Femenino","NS/NC","NS/NC","NO","NO","1","Masculino","NS/NC","JUJUY","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-10-17","38","38","","38"
"2019-10-18","Nueva","No","Sí","Víctima Directa","Femenino","25","Corrientes","Femenino","NS/NC","No","No","Corrientes","Argentina","Masculino","67","Corrientes","No","No","1","Femenino","12","Corrientes","Venta de Niñxs y otros delitos","Línea 145","NS/NC","Comisaría","2019-10-18","18","18","18","18"
"2019-10-18","Ampliatoria","NO","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","17","NO","NO","NS/NC","NS/NC","Femenino","NS/NC","caba","NO","NO","9","Femenino","17","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-10-18","06","","02","02"
"2019-10-18","Nueva","No","No","No es Víctima","Femenino","27","Jujuy","Femenino","1","No","No","Jujuy","Argentina","Femenino","26","Jujuy","No","No","1","Femenino","1","Jujuy","Venta de Niñxs y otros delitos","Línea 145","Internet","Gendarmería y Protex","2019-10-18","38","38","38","38"
"2019-10-18","Ampliatoria","No","No","No es Víctima","FEMENINO","NS/NC","Jujuy","Masculino","NS/nc","NO","NO","JUJUY","Argentina","Femenino","NS/NC","NS/NC","NO","NO","1","Masculino","NS/NC","JUJUY","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-10-17","38","38","","38"
"2019-10-20","Nueva","No","Sí","Víctima Indirecta","Femenino","25","Santa Fe","Femenino","NS/NC","No","No","Santa Fe","NS/NC","Masculino","40","Santa Fe","No","No","1","Femenino","NS/NC","Santa Fe","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","2019-10-20","82","82","82","82"
"2019-10-20","Nueva","No","No","No es Víctima","Femenino","19","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","NS/NC","Publicidad de Oferta Sexual","Línea 145","NS/NC","Protex ","2019-10-20","06","","",""
"2019-10-20","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","NS/NC","No","No","Buenos Aires","NS/NC","Presencia de M y H","NS/NC","NS/NC","No","No","NS/NC","NS/NC","1","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Policía Federal y Protex","2019-10-20","","06","","06"
"2019-10-20","Nueva","NO","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Buenos Aires","NS/NC","NS/NC","NS/NC","NS/NC","No","no","1","NS/NC","NS/NC","Buenos Aires","Venta de Niñxs y otros delitos","Línea 145","ONG-Organismos nacionales","Protex ","2019-10-20","06","06","","06"
"2019-10-20","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","19","NO","NO","Buenos Aires","Países Limítrofes","NS/NC","NS/NC","NS/NC","NO","NO","1","Femenino","19","Buenos Aires","Desaparición de personas","Línea 145","ONG-Organismos nacionales","Policía Federal y Protex","2019-10-21","06","06","","06"
"2019-10-20","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","19","NO","NO","Buenos Aires","Países Limítrofes","NS/NC","NS/NC","NS/NC","NO","NO","1","Femenino","19","Buenos Aires","Desaparición de personas","Línea 145","ONG-Organismos nacionales","Gendarmería y Area Legal del PNR","2019-10-21","06","06","","06"
"2019-10-21","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Salta","Femenino","13","No","No","Salta","Argentina","Presencia de M y H","60","Salta","No","No","1","Femenino","13","Salta","Explotación Laboral de N, N y A","Línea 145","NS/NC","Gendarmería y Protex","2019-10-21","66","66","66","66"
"2019-10-21","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","12","No","No","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","No","No","2","Femenino","12","NS/NC","Pornografía Infantil","Línea 145","NS/NC","Protex ","2019-10-21","","","",""
"2019-10-21","Relacionada","No","Sí","No es Víctima","Femenino","NS/NC","NS/NC","Masculino","15","No","No","Río Negro","Argentina","Masculino","NS/NC","CABA","No","No","1","Masculino","15","Río Negro","Grooming","Línea 145","NS/NC","Protex ","2019-10-21","","62","02","62"
"2019-10-21","Nueva","No","Sí","Víctima Directa","Femenino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","NS/NC","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-10-21","","","",""
"2019-10-21","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","29","no","no","Córdoba","NS/NC","Masculino","46","Córdoba","no","no","1","Femenino","29","Córdoba","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-10-21","","14","14","14"
"2019-10-22","Ampliatoria","No","Sí","Víctima Directa","Masculino","NS/NC","CABA","Masculino","NS/NC","No","No","NS/NC","Países Limítrofes","Masculino","NS/NC","NS/NC","Sí","No","16","Masculino","NS/NC","CABA","Explotación Laboral","Línea 145","NS/NC","Gendarmería y Area Legal del PNR","2019-10-22","02","","","02"
"2019-10-22","Relacionada","No","No","No es Víctima","Masculino","63","Tucumán","Femenino","15","No","No","Tucumán","NS/NC","Masculino","60","Tucumán","No","No","6","Femenino","15","Tucumán","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-10-22","90","90","90","90"
"2019-10-22","Relacionada","No","No","No es Víctima","Masculino","ns/nc","Buenos Aires","Femenino","19","NO","NO","Buenos Aires","Países Limítrofes","NS/NC","NS/NC","NS/NC","NO","NO","1","Femenino","19","Buenos Aires","Desaparición de personas","Línea 145","ONG-Organismos nacionales","Gendarmería y Area Legal del PNR","2019-10-21","06","06","","06"
"2019-10-22","Ampliatoria","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","23","No","No","NS/NC","Argentina","NS/NC","NS/NC","Buenos Aires","No","No","1","Femenino","23","Buenos Aires","Venta de Niñxs y otros delitos","Línea 145","NS/NC","Protex ","2019-10-22","06","","06","06"
"2019-10-22","Nueva","no","Sí","No es Víctima","Femenino","NS/NC","cABA","NS/NC","NS/NC","NO","NO","CABA","NS/NC","Femenino","NS/NC","Buenos Aires","No","No","1","Femenino","NS/NC","caba","Oferta Laboral Engañosa","Línea 145","NS/NC","Area Legal para judicializar","2019-10-22","02","02","06","02"
"2019-10-22","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","15","No","No","Tucumán","Argentina","Masculino","74","Tucumán","No","No","6","Femenino","15","Tucumán","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-10-22","06","90","90","90"
"2019-10-22","Ampliatoria","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","23","No","No","CABA","NS/NC","Presencia de M y H","NS/NC","NS/NC","No","No","2","Femenino","23","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-10-22","02","02","","02"
"2019-10-22","Ampliatoria","no","Sí","No es Víctima","Femenino","NS/NC","cABA","NS/NC","NS/NC","NO","NO","CABA","NS/NC","Femenino","NS/NC","Buenos Aires","No","No","1","Femenino","NS/NC","caba","Oferta Laboral Engañosa","Línea 145","NS/NC","Area Legal para judicializar","2019-10-22","02","02","06","02"
"2019-10-22","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Salta","Femenino","20","NO","NO","Salta","Argentina","Masculino","NS/NC","Salta","No","No","1","Femenino","20","Salta","Posible captación","Línea 145","Internet","Gendarmería y Protex","2019-10-23","66","66","66","66"
"2019-10-23","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","SANTA FE","NS/NC","NS/NC","No","No","Santa Fe","Argentina","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","Santa Fe","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-10-23","82","82","","82"
"2019-10-23","Relacionada","No","No","Víctima Directa","Femenino","NS/NC","Buenos Aires","Presencia de M y H","NS/NC","No","No","Buenos Aires","Argentina","Masculino","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex","2019-10-23","06","06","","06"
"2019-10-23","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","NS/NC","NS/NC","No","No","Jujuy","NS/NC","Masculino","NS/NC","Jujuy","No","No","NS/NC","NS/NC","NS/NC","Jujuy","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-10-23","06","38","38","38"
"2019-10-24","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","NS/NC","NS/NC","Pornografía Infantil","Línea 145","NS/NC","Protex ","2019-10-24","","","",""
"2019-10-24","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Salta","Femenino","17","No","No","Salta","Argentina","Femenino","17","Salta","No","No","1","Femenino","17","Salta","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-10-24","66","66","66","66"
"2019-10-24","Ampliatoria","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","NS/NC","No","No","CABA","NS/NC","Femenino","NS/NC","CABA","No","No","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-10-24","02","02","02","02"
"2019-10-24","Ampliatoria","No","No","Víctima Directa","Femenino","NS/NC","Mendoza","Femenino","NS/NC","No","No","Mendoza","Países Limítrofes","Masculino","NS/NC","Mendoza","No","No","NS/NC","Femenino","NS/NC","Mendoza","Reducción a la servidumbre o situaciones análogas","Línea 145","NS/NC","Protex ","2019-10-24","50","50","50","50"
"2019-10-24","Ampliatoria","No","Sí","No es Víctima","Masculino","NS/NC","Córdoba","Femenino","16","No","No","NS/NC","Países Limítrofes","Presencia de M y H","32","Córdoba","No","No","6","Femenino","16","Córdoba","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-10-24","14","","14","14"
"2019-10-24","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Jujuy","NS/NC","NS/NC","No","No","NS/NC","Argentina","Masculino","NS/NC","NS/NC","No","No","NS/NC","Presencia de M y H","NS/NC","NS/NC","Pornografía Infantil","Línea 145","NS/NC","Protex ","2019-10-24","38","","",""
"2019-10-24","Nueva","No","No","Víctima Directa","Masculino","31","Buenos Aires","Presencia de M y H","31","No","No","Buenos Aires","Argentina","Femenino","NS/NC","Buenos Aires","No","No","3","Presencia de M y H","33","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-10-24","06","06","06","06"
"2019-10-24","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","20","No","No","Buenos Aires","Argentina","Femenino","NS/NC","Buenos Aires","No","No","1","Femenino","20","Buenos Aires","Posible captación","Línea 145","NS/NC","Protex ","2019-10-24","","06","06","06"
"2019-10-25","Ampliatoria","No","Sí","Víctima Directa","Femenino","NS/NC","cABA","NS/NC","NS/NC","NO","NO","CABA","NS/NC","Femenino","NS/NC","Buenos Aires","No","No","1","Femenino","NS/NC","caba","Oferta Laboral Engañosa","Línea 145","NS/NC","Area Legal para judicializar","2019-10-25","02","02","06","02"
"2019-10-25","Nueva","No","Sí","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","no","no","jujuy","NS/NC","Masculino","NS/NC","NS/NC","No","No","1","Femenino","NS/NC","Jujuy","NS/NC","Línea 145","NS/NC","Comisaría","2019-10-25","","38","","38"
"2019-10-25","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","NS/NC","NS/NC","NO","no","BUENOS AIRES","NS/NC","NS/NC","NS/NC","Buenos Aires","no","no","2","NS/NC","NS/NC","Buenos Aires","Venta de Niñxs y otros delitos","Línea 149","NS/NC","Comisaría","2019-10-25","06","06","06","06"
"2019-10-25","Nueva","No","Sí","Víctima Directa","Masculino","33","Buenos Aires","Presencia de M y H","14","No","No","NS/NC","Países Limítrofes","Masculino","48","Buenos Aires","Sí","No","16","Presencia de M y H","14","Buenos Aires","Explotación Laboral de N, N y A","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","2019-10-25","06","","06","06"
"2019-10-26","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Salta","Femenino","17","No","No","Salta","Argentina","Presencia de M y H","42","Salta","Sí","No","2","Femenino","17","Salta","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-10-26","66","66","66","66"
"2019-10-26","Nueva","No","No","Víctima Directa","Femenino","NS/NC","Mendoza","Femenino","NS/NC","No","No","Mendoza","Argentina","Masculino","40","Mendoza","No","No","2","Femenino","NS/NC","Mendoza","Posible captación","Línea 145","NS/NC","Protex ","2019-10-26","50","50","50","50"
"2019-10-27","Nueva","No","Sí","Víctima Indirecta","Femenino","NS/NC","Entre Ríos","Femenino","NS/NC","No","No","Entre Ríos","Argentina","Presencia de M y H","NS/NC","Entre Ríos","No","No","NS/NC","NS/NC","NS/NC","Entre Ríos","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-10-27","30","30","30","30"
"2019-10-28","Nueva","No","No","No es Víctima","Masculino","NS/NC","Córdoba","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","NS/NC","San Luis","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-10-28","14","","","74"
"2019-10-28","Nueva","No","Sí","No es Víctima","Femenino","NS/nc","caba","Femenino","NS/NC","NO","No","caba","NS/NC","NS/NC","NS/NC","caba","no","No","3","Trans","NS/NC","caba","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-10-28","02","02","02","02"
"2019-10-28","Nueva","NO","No","Víctima Directa","Masculino","50","caba","Masculino","NS/nc","No","No","caba","Otros Países","Masculino","NS/NC","caba","no","No","1","Masculino","50","caba","Explotación Laboral","Línea 145","NS/NC","Area Legal para judicializar","2019-10-28","02","02","02","02"
"2019-10-28","Nueva","no","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","NS/NC","no","no","NS/NC","NS/NC","Ns/NC","NS/NC","NS/NC","no","no","1","femenino","nS/NC","CABA","Posible captación","Línea 145","NS/NC","Area Legal para judicilizar","2019-10-28","02","","","02"
"2019-10-29","Nueva","NO","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","NS/NC","NS/NC","NO","NO","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","no","no","NS/NC","NS/NC","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","radio","Protex ","2019-10-29","06","","","06"
"2019-10-29","Nueva","No","No","No es Víctima","Femenino","55","Buenos Aires","Trans","20","no","no","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","no","no","3","Presencia de M y Trans","20","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-10-29","06","","","06"
"2019-10-29","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Santa Fe","Presencia de M y Trans","15","No","No","Santa Fe","NS/NC","Femenino","45","Santa Fe","No","No","5","Presencia de M y Trans","15","Santa Fe","Explotación Sexual","Línea 145","Internet","Protex ","2019-10-29","82","82","82","82"
"2019-10-29","Nueva","NO","Sí","No es víctima","Masculino","NS/NC","NS/NC","Presencia de M y H","15","no","no","Ns/NC","NS/NC","NS/NC","NS/NC","NS/NC","no","no","6","Presencia de M y H","15","Buenos Aires","Explotación Laboral","Línea 145","ns/NC","Gendarmería y Protex","2019-10-29","","","","06"
"2019-10-29","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Córdoba","Femenino","NS/NC","No","No","NS/NC","NS/NC","Masculino","80","Córdoba","Sí","No","2","Femenino","NS/NC","Córdoba","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-10-29","14","","14","14"
"2019-10-29","Nueva","no","Sí","No es Víctima","Femenino","NS/NC","Córdoba","Femenino","NS/nc","NO","NO","NS/NC","NS/NC","Masculino","60","Córdoba","NO","NO","NS/NC","Femenino","NS/NC","Catamarca","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-10-29","14","","14","10"
"2019-10-30","Relacionada","No","Sí","No es Víctima","NS/NC","NS/NC","NS/NC","Femenino","NS/NC","No","No","Catamarca","NS/NC","NS/NC","NS/NC","Córdoba","No","No","NS/NC","NS/NC","NS/NC","Catamarca","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-10-30","","10","14","10"
"2019-10-30","Nueva","No","Sí","Víctima Directa","Femenino","31","CABA","Femenino","NS/NC","No","No","Buenos Aires","NS/NC","Femenino","NS/NC","CABA","No","No","NS/NC","NS/NC","NS/NC","CABA","Oferta Laboral Engañosa","Línea 145","NS/NC","Area Legal para judicializar","2019-10-30","02","06","02","02"
"2019-10-30","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Presencia de M y H","NS/NC","Sí","No","CABA","Países Limítrofes","Femenino","24","CABA","No","No","NS/NC","NS/NC","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-10-30","02","02","02","02"
"2019-10-30","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Santa Fe","Femenino","16","No","No","Santa Fe","Argentina","NS/NC","NS/NC","Santa Fe","No","No","15","Femenino","NS/NC","Santa Fe","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-10-30","82","82","82","82"
"2019-10-31","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Masculino","23","Sí","No","CABA","Argentina","NS/NC","NS/NC","CABA","No","No","1","Masculino","NS/NC","CABA","Desaparición de personas","Línea 145","NS/NC","Area Legal para judicializar","2019-10-31","02","02","02","02"
"2019-10-31","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Salta","Masculino","10","No","No","Salta","Argentina","Masculino","NS/NC","Salta","No","No","1","Masculino","10","Salta","Explotación Laboral de N, N y A","Línea 145","NS/NC","Gendarmería y Protex","2019-10-31","66","66","66","66"
"2019-10-31","Nueva","No","No","Víctima Directa","Femenino","20","CABA","Femenino","20","No","No","CABA","Argentina","Masculino","NS/NC","NS/NC","No","No","1","Femenino","20","CABA","Oferta Laboral Engañosa","Línea 145","Boca en Boca","Area Legal para judicializar","2019-10-31","02","02","","02"
"2019-10-31","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Masculino","20","No","No","Buenos Aires","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Masculino","20","Buenos Aires","Desaparición de personas","Línea 145","NS/NC","Protex y Personas Extraviadas","2019-10-31","06","06","","06"
"2019-10-31","Nueva","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Presencia de M y H","NS/NC","No","No","Buenos Aires","Argentina","NS/NC","NS/NC","NS/NC","No","No","9","Presencia de M y H","NS/NC","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Gendarmería y Protex","2019-10-31","06","06","","06"
"2019-10-30","Nueva","No","Sí","Víctima Directa","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","Buenos Aires","Argentina","Masculino","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","Buenos Aires","Oferta Laboral Engañosa","Línea 145","Boca en Boca","Area Legal para judicializar","2019-10-31","02","06","","06"
