"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_es_victima","llamante_genero","llamante_rango_etario","llamante_provincia","victima_identificada_genero","victima_identificada_rango_etario","victima_identificada_discapacidad","victima_identificada_embarazada","victima_identificada_provincia_origen","victima_identificada_nacionalidad","denunciado_genero","denunciado_rango_etario","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","victimas_estimadas_cantidad","victimas_estimadas_genero","victimas_estimadas_rango_etario","victimas_estimadas_provincia_hecho","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_id","victima_identificada_provincia_origen_id","denunciado_provincia_id","victimas_estimadas_provincia_hecho_id"
"2019-09-18","Relacionada","No","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","NO","NO","NS/NC","NS/NC","Masculino","NS/NC","CABA","No","NO","12","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-09-18","02","","02","02"
"2019-09-18","Nueva","No","No ","No es Víctima","Femenino","NS/NC","CABA","Femenino","40","Sí","No","Buenos Aires","Argentina","Masculino","NS/NC","NS/NC","No","No","NS/NC","Femenino","40","Buenos Aires","Oferta Laboral Engañosa","Línea 145","TV","Area Legal para judicializar","2019-09-18","02","06","","06"
"2019-09-18","Relacionada","No","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","NO","NO","NS/NC","NS/NC","Masculino","NS/NC","CABA","No","NO","12","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-09-18","02","","02","02"
"2019-09-18","Ampliatoria","No","No ","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","20","No","No","Buenos Aires","Argentina","Femenino","NS/NC","NS/NC","No","No","NS/NC","Femenino","20","Buenos Aires","Oferta Laboral Engañosa","Línea 145","TV","Protex ","2019-09-18","06","06","","06"
"2019-09-18","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","17","No","No","NS/NC","Otros Países","Femenino","60","CABA","No","No","NS/NC","Femenino","17","CABA","Explotación Sexual","Línea 145","NS/NC","Policía Federal y Area Legal del PNR","2019-09-18","02","","02","02"
"2019-09-18","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","NO","NO","NS/NC","NS/NC","Masculino","NS/NC","Río Negro","NO","NO","NS/NC","Femenino","NS/NC","Río Negro","Oferta Laboral Engañosa","Línea 145","NS/NC","Protex ","2019-09-18","06","","62","62"
"2019-09-18","Ampliatoria","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","Argentina","Femenino","NS/NC","Buenos Aires","No","No","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-18","06","","06","06"
"2019-09-18","Nueva","No","No ","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","21","No","No","Santiado del Estero","Argentina","Masculino","30","CABA","No","No","2","Femenino","21","CABA","Explotación Laboral","Línea 145","NS/NC","Policía Federal y Area Legal del PNR","2019-09-18","06","","02","02"
"2019-09-19","Nueva","Sí","Sí","No es Víctima","Femenino","NS/NC","Mendoza","Femenino","14","no","no","Mendoza","Argentina","Masculino","30","Mendoza","NO","NO","1","Femenino","14","Mendoza","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-09-19","50","50","50","50"
"2019-09-19","Ampliatoria","No","No ","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","21","No","No","Santiado del Estero","Argentina","Masculino","30","CABA","No","No","2","Femenino","21","CABA","Explotación Laboral","Línea 145","NS/NC","Area Legal para judicializar","2019-09-19","06","","02","02"
"2019-09-20","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Jujuy","Masculino","35","No","No","Jujuy","Argentina","Masculino","60","NS/NC","No","No","1","Masculino","35","Jujuy","Explotación Laboral","Línea 145","NS/NC","Protex","2019-09-20","38","38","","38"
"2019-09-19","Nueva","No","No ","Víctima Indirecta","Masculino","NS/NC","Buenos Aires","Presencia de M y H","1","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Buenos Aires","No","No","6","Presencia de M y H","1","Buenos Aires","Venta de Niñxs y otros delitos","Línea 145","NS/NC","Comisaría","2019-09-20","06","06","06","06"
"2019-09-20","Ampliatoria","No","No ","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","NS/NC","Femenino","33","Buenos Aires","Sí","NO","5","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-15","06","","06","06"
"2019-09-20","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","NS/NC","NS/NC","No","No","NS/NC","NS/NC","Femenino","45","Buenos Aires","No","No","4","Femenino","15","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-09-20","06","","06","06"
"2019-09-20","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC ","NS/NC ","NS/NC ","No","No","1","Femenino","14","Buenos Aires","Posible captación","Línea 145","NS/NC","Protex ","2019-09-20","06","","","06"
"2019-09-22","Ampliatoria","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","NS/NC","NS/NC","No","No","Buenos Aires","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","NS/NC","Posible captación","Línea 145","NS/NC","Protex ","2019-09-22","06","06","",""
"2019-09-22","Relacionada","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Buenos Aires","Países Limítrofes","NS/NC","NS/NC","Buenos Aires","Sí","No","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-09-22","06","06","06","06"
"2019-09-22","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","Buenos Aires","No","No","NS/NC","NS/NC","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-22","06","","06","06"
"2019-09-22","Nueva","no","No ","No es Víctima","Masculino","NS/NC","NS/NC","NS/NC","NS/NC","no","no","NS/NC","NS/NC","ns/NC","NS/NC","ns/NC","no","no","NS/NC","NS/NC","NS/NC","caba","Explotación Sexual","Correo Electrónico","NS/NC","Area Legal para judicializar","2019-09-22","","","","02"
"2019-09-23","Ampliatoria","No","No ","No es Víctima","Masculino","NS/NC","NS/NC","NS/NC","NS/NC","no","no","NS/NC","NS/NC","ns/NC","NS/NC","ns/NC","no","no","NS/NC","NS/NC","NS/NC","CABA","Explotación Sexual","Correo Electrónico","NS/NC","Area Legal para judicializar","2019-09-23","","","","02"
"2019-09-23","Ampliatoria","No","No ","No es Víctima","Femenino","NS/NC","Mendoza","Femenino","28","Sí","Sí","Mendoza","NS/NC","Presencia de M y H","NS/NC","San Juan","No","No","1","Femenino","28","San Juan","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-23","50","50","70","70"
"2019-09-23","Nueva","No","No ","No es Víctima","Femenino","NS/NC","Mendoza","Femenino","14","No","No","Mendoza","Argentina","ns/nc","ns/nc","Mendoza","No","No","1","Femenino","14","Mendoza","Posible captación","Línea 145","NS/NC","Protex ","2019-09-23","50","50","50","50"
"2019-09-23","Relacionada","No","Sí","Víctima Directa","Femenino","18","Mendoza","Femenino","13","no","no","NS/NC","Otros Países","Presencia de M y H","NS/NC","Mendoza","NO","No","90","Femenino","13","Mendoza","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-09-23","50","","50","50"
"2019-09-24","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","12","no","No","NS/NC","Argentina","Femenino","45","Buenos Aires","No","No","5","Femenino","15","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-09-24","06","","06","06"
"2019-09-24","Relacionada","No","Sí","Víctima Directa","Femenino","NS/NC","Buenos Aires","Femenino","20","No","No","NS/NC","Otros Países","Femenino","35","NS/NC","Sí","No","20","Femenino","20","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya Judicializada)","2019-09-24","06","","","06"
"2019-09-24","Nueva","no","Sí","No es Víctima","Trans","NS/NC","NS/NC","TRANS","NS/NC","NO","NO","NS/NC","Otros Países","TRANS","NS/NC","NS/NC","NO","NO","NS/NC","TRANS","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-09-24","","","","06"
"2019-09-24","Ampliatoria","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","21","No","No","Buenos Aires","Argentina","Femenino","NS/NC","Buenos Aires","No","No","1","Femenino","21","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-09-24","06","06","06","06"
"2019-09-24","Relacionada","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","20","No","No","Buenos Aires","Argentina","Femenino","Ns/NC","NS/NC","No","No","20","Femenino","20","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-25","06","06","","06"
"2019-09-24","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Neuquén","NS/NC","NS/NC","no","no","NS/NC","NS/NC","Femenino","NS/NC","Neuquén","NO","NO","NS/NC","NS/NC","NS/NC","Neuquén","Explotación Sexual","Línea 145","Internet","Protex ","2019-09-24","58","","58","58"
"2019-09-25","Ampliatoria","No","Sí","Víctima Directa","Masculino","NS/NC","Buenos Aires","NS/NC","NS/NC","No","No","NS/NC","Países Limítrofes","Masculino","NS/NC","Buenos Aires","No","Sí","12","NS/NC","NS/NC","Buenos Aires","Desaparición de personas","Línea 145","Internet","Area Legal del PNR (ya judicializada)","2019-09-25","06","","06","06"
"2019-09-25","Relacionada","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","NS/NC","NS/NC","No","Sí","CABA","Países Limítrofes","Masculino","NS/NC","Buenos Aires","No","No","NS/NC","NS/NC","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-25","06","02","06","06"
"2019-09-25","Relacionada","No","No ","Víctima Directa","Femenino","23","Buenos Aires","Femenino","NS/NC","No","No","Mendoza","Países Limítrofes","Presencia de M y H","1","Mendoza","Sí","No","100","Femenino","NS/NC","Mendoza","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-25","06","50","50","50"
"2019-09-25","Relacionada","No","No ","Víctima Directa","Femenino","14","Mendoza","Femenino","14","No","No","Mendoza","Argentina","Presencia de M y H","NS/NC","Mendoza","Sí","No","120","Femenino","NS/NC","Mendoza","Explotación Sexual","Línea 145","TV","Gendarmería y Protex","2019-09-25","50","50","50","50"
"2019-09-26","Ampliatoria","No","No ","No es Víctima","Femenino","NS/NC","Mendoza","Femenino","17","Sí","No","Mendoza","Argentina","Femenino","NS/NC","Mendoza","No","No","1","Femenino","17","Mendoza","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","2019-09-26","50","50","50","50"
"2019-09-26","Ampliatoria","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-26","06","","","06"
"2019-09-26","Ampliatoria","No","No ","No es Víctima","Femenino","NS/NC","Mendoza","Femenino","17","Sí","No","Mendoza","Argentina","Femenino","NS/NC","Mendoza","No","No","1","Femenino","17","Mendoza","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","2019-09-26","50","50","50","50"
"2019-09-26","Nueva","No","Sí","No es Víctima","NS/NC","NS/NC","Buenos Aires","Femenino","13","No","No","Buenos Aires","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","13","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-09-26","06","06","","06"
"2019-09-26","Nueva","No","Sí","No es Víctima","NS/NC","NS/NC","CABA","Femenino","45","No","No","Buenos Aires","NS/NC","Masculino","60","NS/NC","No","No","NS/NC","Femenino","45","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-09-26","02","06","","06"
"2019-09-27","Nueva","No","No ","No es Víctima","NS/NC","NS/NC","CABA","Femenino","NS/NC","No","No","Neuquén","NS/NC","NS/NC","NS/NC","Neuquén","No","No","NS/NC","Femenino","22","Neuquén","Oferta Laboral Engañosa","Línea 145","Boca en Boca","Protex ","2019-09-27","02","58","58","58"
"2019-09-27","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Tucumán","Femenino","39","No","No","Tucumán","NS/NC","Masculino","63","Tucumán","No","No","NS/NC","Femenino","39","Tucumán","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-27","90","90","90","90"
"2019-09-27","Nueva","No","No ","No es Víctima","Masculino","50","San Luis","Femenino","50","No","No","San Luis","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","50","San Luis","Posible captación","Línea 145","NS/NC","Protex ","2019-09-27","74","74","","74"
"2019-09-27","Nueva","nO","No ","No es Víctima","Femenino","27","Buenos Aires","Femenino","10","NO","NO","Buenos Aires","NS/NC","Masculino","NS/NC","CABA","NO","NO","1","Femenino","10","Buenos Aires","Grooming","Línea 145","NS/NC","Protex ","2019-09-27","06","06","02","06"
"2019-09-27","Relacionada","No","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","CABA","No","No","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Policía Federal y Area Legal del PNR","2019-09-27","02","","02","02"
"2019-09-27","Nueva","no","No ","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","NS/NC","No","No","Entre Ríos","NS/NC","Presencia de M y H","NS/NC","NS/NC","NO","NO","1","Femenino","NS/NC","ENTRE RÍOS","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-27","","30","","30"
"2019-09-28","Ampliatoria","nO","No ","Víctima Directa","Femenino","28","Entre Ríos","Femenino","28","NO","NO","Entre Ríos","NS/NC","Masculino","NS/NC","Entre Ríos","Sí","NO","1","Femenino","28","Entre Ríos","Otros","Línea 145","NS/NC","Protex ","2019-09-28","30","30","30","30"
"2019-09-28","Ampliatoria","nO","No ","No es Víctima","Femenino","27","Buenos Aires","Femenino","10","NO","NO","Buenos Aires","NS/NC","Masculino","NS/NC","CABA","NO","NO","1","Femenino","10","Buenos Aires","Grooming","Línea 145","NS/NC","Protex ","2019-09-28","06","06","02","06"
"2019-09-29","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-29","","","","06"
"2019-09-29","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","No","No","8","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-09-29","","","","02"
"2019-09-29","Nueva","No","No ","Víctima Directa","Femenino","NS/NC","Tucumán","Femenino","NS/NC","Sí","No","NS/NC","NS/NC","Masculino","52","Tucumán","No","No","1","Femenino","NS/NC","Tucumán","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-09-29","90","","90","90"
"2019-09-29","Ampliatoria","No","No ","Víctima Directa","Femenino","NS/NC","Tucumán","Femenino","NS/NC","Sí","No","NS/NC","NS/NC","Masculino","52","Tucumán","No","No","1","Femenino","NS/NC","Tucumán","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-09-29","90","","90","90"
"2019-09-29","Nueva","Sí","No ","No es Víctima","Femenino","52","SALTA","Femenino","19","NO","NO","SALTA","Argentina","NS/NC","NS/NC","NS/NC","NO","NO","1","Femenino","19","SALTA","Oferta Laboral Engañosa","Línea 145","ONG-Organismos nacionales","Protex ","2019-09-30","66","66","","66"
"2019-09-29","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","NS/NC","Masculino","7","No","NO","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","No","No","99","Presencia de M y H","7","CABA","Explotación Laboral","Línea 145","Boca en Boca","Area Legal para judicializar","2019-09-30","","","","02"
"2019-09-30","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","23","No","No","NS/NC","Argentina","Masculino","47","Buenos Aires","No","No","1","Femenino","23","NS/NC","Posible captación","Línea 145","NS/NC","Protex ","2019-09-30","","","06",""
"2019-09-30","Nueva","No","No ","Víctima Directa","Femenino","NS/NC","Córdoba","Presencia de M y H","12","No","No","NS/NC","Argentina","Femenino","NS/NC","Buenos Aires","No","No","25","Presencia de M y H","12","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-09-30","14","","06","06"
