"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_es_victima","llamante_genero","llamante_rango_etario","llamante_provincia","victima_identificada_genero","victima_identificada_rango_etario","victima_identificada_discapacidad","victima_identificada_embarazada","victima_identificada_provincia_origen","victima_identificada_nacionalidad","denunciado_genero","denunciado_rango_etario","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","victimas_estimadas_cantidad","victimas_estimadas_genero","victimas_estimadas_rango_etario","victimas_estimadas_provincia_hecho","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_id","victima_identificada_provincia_origen_id","denunciado_provincia_id","victimas_estimadas_provincia_hecho_id"
"-96-43","Nueva","No","No","No es Víctima","Masculino","34","NS/NC","Femenino","NS/NC","Sí","No","NS/NC","NS/NC","Masculino","60","SANTA FE","No","No","1","Femenino","NS/NC","santa fe","Explotación Sexual","Línea 145","NS/NC","Protex ","-96-43","","","82","82"
"-96-43","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","Presencia de M y H","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Protex ","-96-43","","","","06"
"-96-43","Ampliatoria","No","No","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","Río Negro","No","No","NS/NC","Femenino","NS/NC","Río Negro","Posible captación","Línea 145","NS/NC","Protex ","-96-43","","","62","62"
"-97-43","Nueva","No","Sí","Víctima Indirecta","Femenino","NS/NC","NS/NC","Femenino","35","No","No","NS/NC","Argentina","Femenino","35","NS/NC","No","No","7","Femenino","35","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","-97-43","","","","02"
"-98-43","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","29","Sí","No","Chaco","NS/NC","Masculino","NS/NC","Chaco","No","No","1","Femenino","29","Chaco","Traslado de personas","Línea 145","NS/NC","Gendarmería y Protex","-98-43","02","22","22","22"
"-98-43","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","29","Sí","No","Chaco","NS/NC","Masculino","NS/NC","Chaco","No","No","1","Femenino","29","Chaco","Traslado de personas","Línea 145","NS/NC","Gendarmería y Protex","-98-43","02","22","22","22"
"-98-43","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","NS/NC","NS/NC","No","No","NS/NC","Países Limítrofes","NS/NC","NS/NC","NS/NC","No","No","4","NS/NC","NS/NC","Buenos Aires","Explotación Laboral","Correo Electrónico","ONG-Organismos nacionales","Policía Federal y Protex","-98-43","02","","","06"
"-98-43","Nueva","No","No","No es Víctima","Femenino","NS/NC","Chubut","Femenino","30","Sí","No","Chubut","Argentina","Femenino","NS/NC","Chubut","No","No","1","Femenino","30","Chubut","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","-98-43","26","26","26","26"
"-98-43","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Santa Fe","Femenino","NS/NC","No","No","Santa Fe","Argentina","Masculino","65","Santa Fe","No","No","1","Femenino","NS/NC","Santa Fe","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","-98-43","82","82","82","82"
"-98-43","Nueva","No","No","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","CABA","No","No","NS/NC","Femenino","8","Río Negro","Posible captación","Línea 145","NS/NC","Protex ","-98-43","","","02","62"
"-98-43","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","Femenino","NS/NC","CABA","No","No","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","-98-43","","","02","02"
"-99-43","Nueva","No","No","No es Víctima","Masculino","32","CABA","NS/NC","NS/NC","No","No","CABA","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","CABA","Explotación Laboral","Correo Electrónico","NS/NC","Area Legal para judicializar","-99-43","02","02","","02"
"-99-43","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Entre Ríos","Femenino","13","No","No","Entre Ríos","Argentina","Femenino","NS/NC","Entre Ríos","No","No","1","Femenino","13","Entre Ríos","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","-99-43","30","30","30","30"
"-99-43","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","17","No","No","NS/NC","Países Limítrofes","Presencia de M y H","NS/NC","NS/NC","No","No","7","Femenino","17","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","-99-43","","","","02"
"-99-43","Relacionada","No","No","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","NS/NC","No","No","Río Negro","Argentina","NS/NC","NS/NC","CABA","No","No","3","Femenino","8","Río Negro","Posible captación","Línea 145","NS/NC","Protex ","-99-43","","62","02","62"
"-99-43","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","17","No","No","caba","Argentina","NS/NC","NS/NC","caba","No","No","4","Femenino","16","caba","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","-99-43","02","02","02","02"
"-98-43","Ampliatoria","No","No","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","CABA","No","No","NS/NC","Femenino","8","Río Negro","Posible captación","Línea 145","NS/NC","Protex ","-99-43","","","02","62"
"-99-43","Relacionada","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","16","No","No","NS/NC","NS/NC","Femenino","30","NS/NC","No","No","3","Femenino","16","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","-82-43","06","","","02"
"-00-43","Nueva","No","No","No es Víctima","Femenino","NS/NC","Tucumán","NS/NC","21","No","No","NS/NC","NS/NC","NS/NC","NS/NC","Tucumán","No","No","12","Presencia de M y H","21","Tucumán","Explotación Laboral","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","-00-43","90","","90","90"
"-00-43","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","17","No","No","CABA","Argentina","NS/NC","NS/NC","CABA","No","No","1","Femenino","17","CABA","Posible captación","Línea 145","ONG-Organismos nacionales","Area Legal del PNR (ya judicializada)","-00-43","02","02","02","02"
"-00-43","Nueva","No","Sí","Víctima Directa","Femenino","NS/NC","CHUBUT","Femenino","NS/NC","No","No","Chubut","Argentina","Masculino","NS/NC","Buenos Aires","No","No","1","Femenino","NS/NC","Chubut","Oferta Laboral Engañosa","Línea 145","Internet","Protex ","-00-43","26","26","06","26"
"-00-43","Nueva","no","No","No es Víctima","Femenino","NS/NC","Mendoza","Femenino","NS/NC","No","No","Mendoza","Argentina","Masculino","NS/NC","NS/NC","No","No","1","Femenino","14","Mendoza","Desaparición de personas","Línea 145","NS/NC","Protex ","-00-43","50","50","","50"
"-01-43","Nueva","No","Sí","no es Víctima","Femenino","NS/NC","NS/NC","Femenino","16","No","No","Córdoba","Argentina","Femenino","NS/NC","Córdoba","No","No","3","Femenino","16","Córdoba","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","-00-43","","14","14","14"
"-01-43","Nueva","Sí","No","Víctima Directa","Femenino","NS/NC","Salta","Femenino","25","No","No","Salta","Argentina","Masculino","NS/NC","Salta","Sí","No","1","Femenino","25","Salta","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","-01-43","66","66","66","66"
"-01-43","Nueva","No","Sí","Víctima Directa","Femenino","NS/NC","Salta","NS/NC","NS/NC","No","No","Salta","Argentina","Masculino","NS/NC","SALTA","No","No","1","Femenino","NS/NC","Salta","Posible captación","Línea 145","NS/NC","Protex","-02-43","66","66","66","66"
"-02-43","Nueva","No","Sí","No es Víctima","Masculino","48","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","Femenino","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","TV","Area Legal para judicializar","-02-43","","","","02"
"-02-43","Nueva","No","No","No es Víctima","Femenino","NS/NC","Salta","Femenino","39","No","No","Salta","Argentina","NS/NC","NS/NC","Salta","No","No","4","Presencia de M y H","1","Salta","Venta de Niñxs y otros delitos","Línea 145","ONG-Organismos nacionales","Protex ","-02-43","66","66","66","66"
"-02-43","Nueva","No","No","Víctima Indirecta","Femenino","NS/NC","CABA","Femenino","17","No","No","CABA","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","17","CABA","Desaparición de personas","Línea 145","ONG-Organismos nacionales","Area Legal del PNR (ya judicializada)","-02-43","02","02","","02"
"-02-43","Nueva","No","Sí","Víctima Directa","Femenino","31","NS/NC","Femenino","31","No","No","NS/NC","NS/NC","Femenino","28","SANTA FE","No","No","1","Femenino","31","Santa Fe","Explotación Sexual","Línea 145","Boca en Boca","Protex ","-02-43","","","82","82"
"-02-43","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Salta","Femenino","39","No","No","Salta","Argentina","NS/NC","NS/NC","Salta","No","No","4","Presencia de M y H","1","Salta","Venta de Niñxs y otros delitos","Línea 145","ONG-Organismos nacionales","Protex ","-02-43","66","66","66","66"
"-02-43","Ampliatoria","No","No","No es Víctima","Masculino","32","CABA","NS/NC","NS/NC","No","No","CABA","Países Limítrofes","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","CABA","Explotación Laboral","Correo Electrónico","NS/NC","Area Legal del PNR (ya judicializada)","-02-43","02","02","","02"
"-03-43","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","16","No","No","CABA","Argentina","Masculino","NS/NC","CABA","No","No","2","Femenino","16","CABA","Explotación Sexual","Línea 145","NS/NC","Policía Federal y Area Legal del PNR","-03-43","02","02","02","02"
"-03-43","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Presencia de M y H","9","No","No","Buenos Aires","Países Limítrofes","Presencia de M y H","NS/NC","Buenos Aires","No","No","10","Presencia de M y H","9","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Policía Federal y Protex","-03-43","06","06","06","06"
"-03-43","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","17","No","No","Buenos Aires","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","17","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","-03-43","06","06","","06"
"-03-43","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Salta","Femenino","39","No","No","Salta","Argentina","NS/NC","NS/NC","Salta","No","No","4","Presencia de M y H","1","Salta","Venta de Niñxs y otros delitos","Línea 145","NS/NC","Protex ","-03-43","66","66","66","66"
"-03-43","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","18","No","No","Buenos Aires","Argentina","Masculino","47","Formosa","No","No","1","Femenino","18","CABA","Desaparición de personas","Línea 145","NS/NC","Area Legal del PNR (Ya judicializada)","-03-43","02","06","34","02"
"-03-43","Relacionada","No","No","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","18","No","No","Buenos Aires","Argentina","Masculino","47","Formosa","No","No","1","Femenino","18","caba","Desaparición de personas","Línea telefónica institucional","NS/NC","Area Legal para judicializar","-03-43","","06","34","02"
"-04-43","Nueva","No","No","No es Víctima","Femenino","NS/NC","Mendoza","Femenino","18","No","No","Mendoza","Argentina","Presencia de M y H","18","Mendoza","No","No","1","Femenino","13","Mendoza","Explotación Sexual","Línea 145","Boca en Boca","Gendarmería y Protex","-04-43","50","50","50","50"
"-04-43","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Mendoza","Femenino","18","No","No","Mendoza","Argentina","Presencia de M y H","18","Mendoza","No","No","1","Femenino","13","Mendoza","Explotación Sexual","Línea 145","Boca en Boca","Gendarmería y Protex","-04-43","50","50","50","50"
"-04-43","Nueva","no","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","32","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Buenos Aires","No","No","1","FEMENINO","36","Buenos Aires","Posible captación","Línea 145","NS/NC","Protex","-04-43","06","06","06","06"
"-91-43","Ampliatoria","No","Sí","No es Víctima","Masculino","NS/NC","Mendoza","Femenino","NS/NC","No","No","Mendoza","NS/NC","NS/NC","NS/NC","Mendoza","Sí","No","5","Femenino","NS/NC","Mendoza","Explotación Sexual","Línea 145","NS/NC","Protex ","-91-43","50","50","50","50"
"-91-43","Nueva","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Masculino","NS/NC","No","No","Buenos Aires","Países Limítrofes","NS/NC","NS/NC","NS/NC","No","No","1","Masculino","16","Buenos Aires","Desaparición de personas","Línea 145","ONG-Organismos nacionales","Protex ","-91-43","06","06","","06"
"-91-43","Relacionada","NO","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","20","No","No","CABA","NS/NC","Masculino","NS/NC","CABA","No","No","5","Femenino","20","CABA","Explotación Sexual","Línea 145","NS/NC","Policía Federal y Area Legal del PNR","-92-43","02","02","02","02"
"-92-43","Nueva","No","No","No es Víctima","Femenino","NS/NC","Santa Fe","Femenino","15","No","No","Santa Fe","NS/NC","Masculino","50","Santa Fe","Sí","No","3","Femenino","15","Santa Fe","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","-92-43","82","82","82","82"
"-92-43","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Presencia de M y Trans","NS/NC","No","No","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","-92-43","06","","","06"
"-92-43","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Buenos Aires","No","No","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","-92-43","06","06","06","06"
"-92-43","Nueva","No","No","No es Víctima","Masculino","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","Desaparición de personas","Línea 145","NS/NC","Protex ","-92-43","","","",""
"-93-43","Nueva","No","No","Víctima Indirecta","Femenino","NS/NC","NS/NC","Femenino","10","No","No","Buenos Aires","NS/NC","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","13","Buenos Aires","Desaparición de personas","Línea 145","ONG-Organismos nacionales","Protex ","-93-43","","06","","06"
"-93-43","Ampliatoria","No","No","No es Víctima","Masculino","NS/NC","Entre Ríos","Femenino","48","No","No","Entre Ríos","Argentina","Masculino","NS/NC","Buenos Aires","No","Sí","1","Femenino","NS/NC","Entre Ríos","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","-93-43","30","30","06","30"
"-04-43","Relacionada","No","Sí","Víctima Directa","Femenino","26","Buenos Aires","Femenino","26","No","No","NS/NC","Otros Países","Femenino","NS/NC","NS/NC","Sí","No","6","Femenino","26","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","-04-43","06","","","06"
"-04-43","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","salta","Masculino","40","No","No","Salta","Argentina","Masculino","NS/NC","Salta","Sí","No","1","Masculino","40","Salta","Explotación Laboral","Línea 145","NS/NC","Protex ","-04-43","66","66","66","66"
"-05-43","Relacionada","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","16","No","No","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","Sí","No","NS/NC","NS/NC","16","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","-05-43","06","","","06"
"-05-43","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","Radio","Protex ","-05-43","06","","","06"
"-05-43","Relacionada","No","Sí","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","30","No","No","NS/NC","Argentina","Femenino","40","NS/NC","No","No","7","Femenino","17","CABA","Explotación Sexual","Línea 145","Internet","Policía Federal y Area Legal del PNR","-05-43","","","","02"
"-05-43","Nueva","no","No","No es Víctima","Femenino","NS/NC","NS/NC","Presencia de M y H","25","No","No","NS/NC","Otros Países","NS/NC","NS/NC","CABA","No","No","28","Presencia de M y H","25","Caba","Explotación Laboral","Línea 145","NS/NC","Protex ","-05-43","","","02","02"
"-05-43","Nueva","no","Sí","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","14","No","No","Corrientes","Argentina","NS/NC","NS/NC","Corrientes","No","No","2","Femenino","14","Corrientes","Explotación Sexual","Línea 145","NS/NC","Protex ","-05-43","","18","18","18"
"-05-43","Nueva","no","No","Víctima Indirecta","Femenino","47","NS/NC","Femenino","19","No","No","NS/NC","Argentina","Masculino","NS/NC","CHACO","No","No","1","Femenino","19","SANTA FE","Desaparición de personas","Línea 145","ONG-Organismos nacionales","Protex ","-06-43","","","22","82"
"-05-43","Nueva","no","No","No es Víctima","Femenino","NS/NC","Mendoza","Femenino","16","No","No","NS/NC","NS/NC","Femenino","40","NS/NC","Sí","No","NS/NC","Femenino","16","Mendoza","Explotación Sexual de N, N y A","Línea 145","NS/NC","Gendarmería y Protex","-06-43","50","","","50"
"-06-43","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Córdoba","Femenino","25","No","No","NS/NC","NS/NC","Femenino","30","Córdoba","No","No","NS/NC","Femenino","25","Córdoba","Explotación Sexual","Línea 145","NS/NC","Protex ","-06-43","14","","14","14"
"-06-43","Nueva","No","Sí","Víctima Directa","Femenino","23","Buenos Aires","Femenino","23","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Buenos Aires","No","No","NS/NC","Femenino","23","Buenos Aires","Posible captación","Línea 145","NS/NC","Protex ","-06-43","06","06","06","06"
"-06-43","Ampliatoria","No","No","Víctima Indirecta","Femenino","47","NS/NC","Femenino","19","No","No","NS/NC","Argentina","Masculino","NS/NC","CHACO","No","No","1","Femenino","19","SANTA FE","Desaparición de personas","Línea 145","ONG-Organismos nacionales","Protex ","-06-43","","","22","82"
"-06-43","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","20","No","No","NS/NC","Argentina","NS/NC","NS/NC","Buenos Aires","No","No","1","Femenino","20","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","-06-43","","","06","06"
"-07-43","Nueva","No","No","No es Víctima","Femenino","NS/NC","Neuquén","Femenino","24","Sí","No","NS/NC","Países Limítrofes","Masculino","NS/NC","Neuquén","No","No","1","Femenino","24","Neuquén","Posible captación","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","-06-43","58","","58","58"
"-07-43","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","7","Sí","No","NS/NC","NS/NC","Femenino","NS/NC","NS/NC","No","No","1","Femenino","7","Buenos Aires","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Policía Federal y Protex","-07-43","06","","","06"
"-07-43","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","7","Sí","No","NS/NC","NS/NC","Femenino","NS/NC","Buenos Aires","No","No","NS/NC","Femenino","7","Buenos Aires","Explotación Sexual","Correo Electrónico","ONG-Organismos nacionales","Protex ","-07-43","02","","06","06"
"-07-43","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Chubut","Femenino","30","Sí","No","Chubut","Argentina","Femenino","NS/NC","Chubut","No","No","1","Femenino","30","Chubut","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","-07-43","26","26","26","26"
"-07-43","Nueva","no","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","39","No","No","NS/NC","Argentina","Masculino","69","CABA","No","No","1","Femenino","39","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","-07-43","02","","02","02"
"-07-43","nueva","no","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","Países Limítrofes","Femenino","Ns/Nc","CABA","No","No","3","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","-07-43","02","","02","02"
"-07-43","Nueva","no","No","No es Víctima","Femenino","NS/NC","Tierra del Fuego","Femenino","47","No","No","NS/NC","Países Limítrofes","Masculino","50","Tierra del Fuego","No","No","1","Femenino","NS/NC","Tierra del Fuego","Explotación Sexual","Línea 145","NS/NC","Protex","-07-43","94","","94","94"
"-07-43","Nueva","no","Sí","No es Víctima","Femenino","NS/NC","SANTA FE","Femenino","16","No","No","NS/NC","Argentina","NS/NC","NS/NC","SANTA FE","No","No","3","Femenino","NS/NC","SANTA FE","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","-07-43","82","","82","82"
"-08-43","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Chubut","Femenino","30","Sí","No","Chubut","Argentina","Femenino","NS/NC","Chubut","No","No","1","Femenino","30","Chubut","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","-08-43","26","26","26","26"
"-08-43","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","16","No","No","CABA","Países Limítrofes","NS/NC","NS/NC","CABA","No","No","1","Femenino","16","CABA","Desaparición de personas","Línea 145","ONG-Organismos nacionales","Area Legal del PNR (Ya judicializada)","-08-43","02","02","02","02"
"-08-43","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","CABA","Masculino","15","No","No","CABA","Países Limítrofes","NS/NC","NS/NC","CABA","No","No","1","Masculino","15","CABA","Desaparición de personas","Línea 145","ONG-Organismos nacionales","Area Legal del PNR (Ya judicializada)","-08-43","02","02","02","02"
"-08-43","Nueva","No","No","Víctima Directa","Femenino","NS/NC","NS/NC","Femenino","NS/NC","No","No","Catamarca","Argentina","Masculino","NS/NC","Córdoba","No","No","1","Femenino","NS/NC","Catamarca","Posible captación","Línea 145","NS/NC","Protex ","-08-43","","10","14","10"
